2939, 16, 8, 50, 239, 92, 27, 8, 229, 188, 218, 21, 21, 191, 35, 101,Success airplane 33
7731, 20, 19, 80, 199, 84, 20, 11, 1, 255, 0, 26, 11, 255, 0, 12,Fail automobile
1174, 3, 12, 0, 0, 209, 16, 18, 57, 255, 0, 24, 22, 106, 51, 53,Fail automobile
1286, 15, 18, 5, 2, 158, 16, 18, 89, 246, 247, 16, 10, 33, 238, 253,Success automobile 53
9443, 18, 23, 40, 103, 156, 22, 13, 62, 172, 60, 20, 25, 64, 19, 98,Success bird 0
2971, 15, 24, 2, 9, 255, 15, 23, 0, 9, 193, 28, 15, 15, 30, 42,Success dog 54
3096, 13, 10, 0, 255, 254, 14, 15, 8, 158, 0, 14, 20, 0, 201, 0,Fail horse
2539, 26, 9, 226, 211, 249, 28, 12, 181, 232, 221, 28, 22, 254, 243, 253,Success automobile 45
5865, 17, 13, 12, 23, 150, 4, 24, 30, 195, 207, 10, 14, 124, 205, 147,Success bird 12
5717, 10, 8, 1, 55, 26, 18, 8, 237, 45, 37, 16, 6, 50, 141, 59,Success cat 1
2735, 25, 12, 67, 253, 205, 15, 17, 16, 51, 132, 10, 8, 187, 230, 98,Success frog 11
9291, 16, 22, 156, 7, 40, 26, 6, 30, 62, 146, 15, 14, 186, 18, 189,Success airplane 0
1022, 12, 14, 181, 100, 93, 10, 18, 164, 102, 158, 14, 10, 159, 62, 98,Success ship 25
971, 4, 29, 196, 37, 186, 23, 18, 198, 23, 11, 25, 20, 252, 19, 186,Success dog 0
5226, 26, 22, 0, 255, 248, 22, 22, 0, 255, 250, 18, 17, 0, 255, 86,Fail automobile
3752, 10, 17, 40, 19, 252, 13, 23, 246, 71, 82, 5, 28, 47, 159, 175,Success dog 0
6311, 19, 23, 80, 5, 37, 22, 25, 238, 30, 130, 16, 11, 156, 231, 231,Success ship 19
8493, 1, 9, 172, 227, 16, 22, 23, 212, 236, 212, 22, 18, 7, 202, 162,Success dog 0
9682, 20, 15, 252, 34, 72, 27, 10, 255, 1, 1, 20, 16, 0, 0, 1,Fail horse
3846, 18, 13, 14, 255, 90, 19, 10, 255, 0, 0, 17, 10, 2, 6, 250,Fail truck
5036, 14, 23, 183, 66, 101, 14, 16, 187, 63, 128, 14, 11, 188, 121, 70,Fail airplane
8177, 20, 12, 126, 211, 215, 16, 21, 102, 70, 140, 7, 19, 193, 202, 68,Success truck 2
7728, 23, 15, 236, 25, 212, 8, 10, 1, 3, 6, 22, 20, 212, 253, 253,Success truck 23
9887, 7, 24, 140, 247, 10, 11, 20, 183, 19, 75, 4, 21, 97, 151, 155,Success bird 23
9735, 16, 14, 182, 219, 239, 18, 11, 31, 163, 240, 3, 23, 230, 1, 32,Success cat 87
8042, 8, 22, 255, 79, 1, 7, 22, 255, 181, 0, 10, 22, 6, 141, 255,Fail horse
4664, 11, 24, 66, 38, 13, 26, 11, 49, 236, 38, 12, 22, 9, 16, 242,Success dog 10
8898, 6, 25, 212, 17, 108, 4, 2, 61, 40, 0, 17, 10, 78, 73, 14,Success airplane 4
2842, 10, 12, 12, 0, 106, 16, 14, 219, 28, 104, 8, 19, 1, 0, 91,Success dog 29
3010, 22, 4, 214, 255, 249, 11, 17, 1, 0, 0, 18, 6, 199, 255, 170,Fail frog
4152,Success Mispredict
8782, 16, 4, 107, 68, 210, 8, 14, 135, 219, 26, 30, 19, 30, 225, 70,Success bird 1
3187, 9, 18, 255, 13, 141, 10, 10, 0, 253, 255, 10, 20, 35, 255, 255,Fail horse
4347, 21, 18, 253, 221, 216, 5, 13, 78, 6, 13, 6, 29, 232, 4, 2,Success bird 41
4752, 22, 16, 30, 131, 24, 21, 12, 150, 39, 129, 11, 12, 35, 0, 158,Success truck 19
2314, 15, 17, 61, 140, 88, 23, 16, 93, 206, 210, 9, 21, 250, 60, 244,Success airplane 0
4983, 3, 1, 246, 204, 179, 7, 10, 81, 90, 5, 12, 18, 48, 105, 154,Success dog 0
6524, 26, 9, 0, 7, 5, 22, 9, 150, 236, 198, 4, 13, 43, 44, 236,Success airplane 16
8301, 9, 19, 19, 195, 3, 13, 18, 175, 200, 25, 15, 17, 212, 49, 213,Success deer 12
1109, 21, 17, 231, 8, 174, 11, 18, 59, 186, 132, 6, 14, 87, 170, 192,Success automobile 8
9334, 15, 14, 2, 2, 253, 13, 18, 73, 241, 2, 18, 26, 253, 1, 3,Fail horse
2068, 6, 8, 24, 195, 54, 4, 6, 13, 19, 8, 16, 6, 175, 89, 228,Success frog 15
3288, 4, 13, 248, 2, 0, 26, 18, 153, 0, 0, 28, 24, 83, 0, 7,Fail truck
9963, 10, 24, 212, 11, 45, 14, 16, 245, 251, 179, 22, 13, 113, 200, 226,Success airplane 23
9153, 24, 9, 8, 59, 251, 22, 12, 213, 2, 75, 12, 8, 7, 137, 29,Success airplane 1
8839, 18, 26, 255, 0, 0, 14, 25, 93, 4, 232, 20, 21, 254, 2, 114,Fail automobile
6985,Success Mispredict
9341, 22, 8, 95, 189, 249, 13, 4, 49, 170, 209, 15, 21, 146, 167, 158,Success cat 1
1323, 4, 17, 43, 17, 0, 4, 14, 0, 0, 4, 23, 8, 240, 11, 66,Fail airplane
5672, 22, 21, 222, 6, 48, 23, 8, 246, 88, 1, 20, 22, 98, 19, 19,Success airplane 16
436, 23, 23, 190, 58, 160, 10, 22, 13, 45, 152, 17, 9, 130, 149, 223,Success frog 2
406, 21, 11, 253, 255, 0, 23, 14, 207, 107, 39, 25, 14, 176, 72, 79,Fail airplane
8096, 11, 16, 236, 2, 0, 20, 7, 66, 228, 0, 7, 14, 114, 147, 255,Fail cat
9013, 14, 10, 220, 242, 106, 25, 12, 30, 26, 141, 3, 25, 239, 5, 73,Success deer 27
3955, 10, 14, 0, 0, 17, 4, 24, 5, 255, 159, 10, 22, 146, 0, 85,Fail airplane
3196, 9, 8, 0, 252, 255, 11, 16, 3, 255, 0, 15, 9, 6, 253, 11,Fail horse
4192, 18, 24, 116, 179, 179, 3, 12, 242, 70, 175, 0, 0, 112, 128, 31,Success truck 0
746, 21, 21, 99, 171, 216, 15, 18, 216, 23, 239, 21, 3, 242, 26, 220,Success cat 0
6029, 24, 11, 246, 52, 43, 12, 16, 37, 9, 124, 29, 11, 240, 71, 148,Success bird 18
6974, 26, 16, 254, 0, 0, 26, 25, 254, 27, 3, 20, 28, 32, 1, 208,Fail truck
8969, 21, 8, 2, 1, 247, 22, 18, 0, 7, 252, 23, 7, 1, 0, 0,Fail ship
5230, 24, 10, 27, 1, 98, 24, 22, 236, 231, 237, 17, 7, 12, 121, 168,Success truck 21
3642, 20, 23, 40, 254, 251, 10, 16, 255, 0, 0, 20, 16, 255, 21, 76,Fail automobile
9513, 7, 14, 34, 205, 255, 30, 13, 46, 19, 116, 10, 23, 43, 119, 224,Success cat 3
5066, 16, 10, 254, 104, 101, 22, 11, 224, 42, 134, 7, 15, 245, 21, 182,Success cat 16
9566, 10, 18, 66, 4, 1, 13, 16, 0, 0, 143, 14, 20, 0, 1, 242,Fail truck
857,Success Mispredict
9103, 5, 3, 252, 149, 205, 26, 20, 217, 169, 14, 29, 7, 73, 217, 186,Success dog 0
7380, 12, 15, 116, 76, 109, 18, 18, 233, 14, 156, 8, 23, 8, 2, 172,Success bird 41
9711, 16, 14, 18, 253, 0, 22, 23, 131, 254, 3, 6, 12, 79, 0, 255,Fail deer
6896, 10, 10, 227, 40, 254, 11, 15, 115, 100, 224, 6, 9, 237, 195, 58,Success deer 0
6667, 11, 21, 235, 47, 20, 20, 24, 58, 134, 252, 21, 10, 17, 247, 235,Success dog 15
334, 15, 16, 255, 1, 255, 19, 7, 254, 0, 15, 16, 7, 1, 0, 254,Fail frog
3201, 15, 18, 5, 181, 224, 7, 11, 66, 89, 231, 8, 22, 22, 61, 238,Success cat 21
7235, 23, 15, 171, 221, 104, 26, 13, 183, 226, 219, 29, 4, 172, 231, 11,Success frog 0
6365, 11, 14, 255, 6, 254, 10, 21, 0, 86, 255, 14, 14, 0, 252, 254,Fail horse
7197, 18, 8, 140, 221, 185, 24, 25, 222, 163, 25, 16, 12, 251, 40, 180,Success dog 0
